Model Outputs
100
,,RGQ:CentreOfMass,,,RGQ:CentreOfMassFloor,,,RGQ:HED,,,,,,,,,RGQ:LAbsAnkleAngle,,,RGQ:LAnkleAngles,,,RGQ:LCL,,,,,,,,,RGQ:LElbowAngles,,,RGQ:LFE,,,,,,,,,RGQ:LFO,,,,,,,,,RGQ:LFootProgressAngles,,,RGQ:LHN,,,,,,,,,RGQ:LHU,,,,,,,,,RGQ:LHeadAngles,,,RGQ:LHipAngles,,,RGQ:LKneeAngles,,,RGQ:LNeckAngles,,,RGQ:LPelvisAngles,,,RGQ:LRA,,,,,,,,,RGQ:LShoulderAngles,,,RGQ:LSpineAngles,,,RGQ:LTI,,,,,,,,,RGQ:LTO,,,,,,,,,RGQ:LThoraxAngles,,,RGQ:LWristAngles,,,RGQ:PEL,,,,,,,,,RGQ:RAbsAnkleAngle,,,RGQ:RAnkleAngles,,,RGQ:RCL,,,,,,,,,RGQ:RElbowAngles,,,RGQ:RFE,,,,,,,,,RGQ:RFO,,,,,,,,,RGQ:RFootProgressAngles,,,RGQ:RHN,,,,,,,,,RGQ:RHU,,,,,,,,,RGQ:RHeadAngles,,,RGQ:RHipAngles,,,RGQ:RKneeAngles,,,RGQ:RNeckAngles,,,RGQ:RPelvisAngles,,,RGQ:RRA,,,,,,,,,RGQ:RShoulderAngles,,,RGQ:RSpineAngles,,,RGQ:RTI,,,,,,,,,RGQ:RTO,,,,,,,,,RGQ:RThoraxAngles,,,RGQ:RWristAngles,,,RGQ:TRX,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
165,0,202.958,164.341,952.913,202.958,164.341,0,22.316,-19.3255,85.248,271.04,198.802,1501.84,209.152,209.152,209.152,-0.711479,0,0,-0.72985,-0.0449945,-12.8824,53.6043,88.4087,74.8706,62.6609,208.979,1365.34,212.655,212.655,212.655,72.9838,3.18055e-015,3.01835e-012,25.9274,3.97794,80.5618,131.265,233.559,489.534,394.35,394.35,394.35,30.0005,-26.3748,89.1432,119.92,-19.5464,95.9939,234.558,234.558,234.558,-35.763,1.53631,-2.87532,21.3064,-78.0062,125.116,86.2398,365.302,916.697,157.229,157.229,157.229,64.5952,26.2413,211.15,-29.2167,119.292,1174.98,229.612,229.612,229.612,26.7847,1.16937,3.30678,39.8287,-21.9828,5.43819,70.1794,17.8985,23.4393,-43.6009,6.18283,1.5524,25.4894,0.319235,6.28855,-73.2594,-29.9915,207.086,78.8741,225.314,987.903,223.823,223.823,223.823,-8.65194,14.073,40.6166,-8.4629,-9.35527,4.56893,-45.3397,35.9382,74.4784,143.108,-103.61,239.524,400.703,400.703,400.703,30.0005,-26.3748,89.1432,115.997,26.0907,32.6304,78.1861,78.1861,78.1861,16.6332,9.30746,3.16022,16.3741,37.0944,100.902,-20.5263,18.8494,82.1501,212.967,133.548,847.825,82.3653,82.3653,82.3654,23.1694,0,0,23.2549,0.989043,4.77687,-72.2915,-27.9636,67.2605,427.399,184.571,1293.02,197.666,197.666,197.666,69.5892,0,3.9582e-012,-17.8981,-15.0159,76.4263,324.339,107.284,454.662,421.117,421.117,421.117,50.2175,-64.2332,75.7618,353.567,-6.33677,66.5308,234.172,234.172,234.172,-74.3151,-4.95262,-6.83499,84.8656,-0.240371,32.4381,218.844,423.96,917.87,187.864,187.864,187.864,-11.3109,-8.53157,-39.7597,444.014,130.388,1063.73,236.19,236.19,236.19,26.7847,-1.16937,-3.30678,23.2464,-19.1255,-7.09116,39.2506,9.98868,11.1273,-43.6009,-6.18283,-1.5524,25.4894,-0.319235,-6.28855,14.0091,57.9189,-40.8834,281.934,248.318,939.375,219.371,219.371,219.371,4.05378,13.1494,52.4185,-8.4629,9.35527,-4.56893,-32.0309,27.0765,74.2474,317.395,-159.643,123.985,405.812,405.812,405.812,50.2175,-64.2332,75.7618,362.857,68.2797,45.5783,78.0571,78.0572,78.0572,16.6332,-9.30746,-3.16022,28.8428,30.0087,114.978,126.433,116.825,-27.4722,263.637,277.428,1353.28,205.16,205.16,205.16
166,0,202.437,182.201,956.024,202.437,182.201,0,22.4597,-19.4103,85.8116,269.99,216.299,1504.75,209.152,209.152,209.152,-0.171288,0,0,-0.175803,-0.0494868,-13.0091,53.1972,89.3001,75.9441,62.5385,222.318,1369.11,212.249,212.249,212.249,75.1024,0,-1.49168e-012,27.8185,2.77943,80.4868,130,263.9,499.232,391.28,391.28,391.28,33.1107,-29.3833,89.3487,122.436,34.9043,92.5664,234.558,234.558,234.558,-39.5639,2.28838,-3.28442,23.0411,-79.6049,125.206,76.8542,381.049,930.306,157.402,157.402,157.402,68.4277,27.5554,211.266,-31.6787,128.15,1183.21,228.7,228.7,228.701,26.891,1.33403,2.7553,41.7733,-21.9052,5.793,69.1005,19.1569,23.0072,-43.5592,6.15314,0.742414,25.2904,0.722827,5.99891,-73.9579,-32.6995,207.648,72.9269,239.083,998.17,222.985,222.985,222.985,-9.87392,15.3635,40.4991,-8.55889,-8.46615,5.54635,-43.0205,33.2768,75.7189,146.6,-58.2391,230.21,400.814,400.814,400.814,33.1107,-29.3833,89.3486,117.957,84.6222,32.3907,78.1861,78.1861,78.1861,16.5564,9.01731,1.8321,17.1421,37.2221,101.611,-20.0353,19.0867,82.3681,212.353,151.759,850.536,82.3653,82.3653,82.3653,22.4594,0,0,22.5895,1.0654,5.98819,-71.913,-29.1147,68.3128,427.575,206.614,1295.82,197.678,197.678,197.678,70.3778,0,6.80639e-013,-19.283,-13.9965,76.3479,325.58,113.572,454.952,425.399,425.399,425.399,49.3196,-63.2235,76.7166,353.586,-4.65295,66.3714,234.172,234.172,234.172,-72.9644,-5.18181,-6.59019,87.2021,1.87714,33.8523,203.269,443.514,934.287,188.183,188.183,188.183,-10.7655,-7.81297,-37.552,443.214,155.812,1066.75,235.161,235.161,235.161,26.891,-1.33403,-2.7553,21.409,-19.8458,-7.50423,38.3604,10.2948,10.3266,-43.5592,-6.15314,-0.742414,25.2904,-0.722827,-5.99891,13.4634,59.725,-38.6784,274.44,269.911,948.764,218.943,218.943,218.943,4.44842,12.7074,53.3859,-8.55889,8.46615,-5.54635,-32.6633,27.2285,73.1961,318.056,-156.722,127.403,405.527,405.527,405.527,49.3196,-63.2235,76.7166,362.545,69.4862,43.6544,78.0572,78.0572,78.0572,16.5564,-9.01731,-1.8321,29.5208,29.5765,115.931,125.099,118.41,-27.1908,261.512,295.103,1356.4,204.964,204.964,204.964
167,0,201.817,200.259,959.343,201.817,200.259,0,22.5519,-19.4785,86.3732,268.619,233.807,1507.97,209.152,209.152,209.152,0.300642,0,0,0.308524,-0.0484242,-12.9791,52.744,90.1735,77.053,62.2957,235.631,1373.03,211.826,211.826,211.826,77.1779,0,-3.16147e-012,29.5698,1.68555,80.3782,128.798,293.451,509.022,388.329,388.329,388.329,36.2053,-32.6753,89.2437,124.601,90.8877,89.6227,234.558,234.558,234.558,-43.5513,2.89169,-3.50484,24.8354,-81.2616,125.231,67.8065,396.964,944.261,157.622,157.622,157.622,72.0908,28.8418,211.365,-33.7503,137.183,1191.36,227.858,227.857,227.857,26.9521,1.47714,2.20613,43.5297,-21.8218,6.14079,67.5584,20.387,22.4408,-43.4581,6.10972,-0.108748,25.0688,1.0942,5.71328,-74.7304,-35.5249,208.075,67.3975,253.067,1008.59,222.161,222.161,222.161,-11.0023,16.6292,40.4265,-8.62082,-7.57883,6.54071,-40.4269,30.4892,76.8339,149.233,-11.4325,220.501,401.045,401.045,401.045,36.2053,-32.6753,89.2437,119.821,144.657,33.0627,78.1861,78.1861,78.1861,16.4582,8.69893,0.482613,17.886,37.3796,102.313,-19.5484,19.2792,82.5928,211.712,170.459,853.411,82.3653,82.3653,82.3653,21.5026,0,0,21.6812,1.141,7.18237,-71.5021,-30.294,69.3717,427.396,228.818,1298.93,197.665,197.665,197.665,71.1548,6.36111e-015,1.97671e-012,-20.635,-12.9768,76.3244,326.59,120.42,455.765,429.557,429.557,429.557,48.2862,-61.937,77.7355,353.491,-2.94132,66.1483,234.172,234.172,234.172,-71.3421,-5.33464,-6.3121,89.4758,3.89708,35.25,188.616,462.28,950.655,188.392,188.392,188.392,-10.1492,-7.18257,-35.3199,442.376,181.477,1069.99,234.268,234.268,234.268,26.9521,-1.47714,-2.20613,19.5606,-20.503,-7.89525,37.5028,10.5779,9.52863,-43.4581,-6.10972,0.108748,25.0688,-1.0942,-5.71328,12.9234,61.4271,-36.4031,267.322,291.281,958.171,218.508,218.508,218.508,4.86903,12.3381,54.3353,-8.62082,7.57883,-6.54071,-33.3319,27.387,72.2146,318.717,-153.393,131.472,405.29,405.29,405.29,48.2862,-61.937,77.7355,362.073,70.5653,41.3279,78.0572,78.0572,78.0572,16.4582,-8.69893,-0.482613,30.1567,29.2448,116.844,123.717,120.01,-26.8589,259.131,312.78,1359.83,204.745,204.745,204.745
168,0,201.103,218.518,962.827,201.103,218.518,0,22.5993,-19.5338,86.9252,266.938,251.298,1511.47,209.152,209.152,209.152,0.70395,0,0,0.721811,-0.0410655,-12.7714,52.2411,91.0226,78.1985,61.9289,248.923,1377.03,211.394,211.394,211.394,79.1737,3.18055e-015,2.8943e-013,31.1468,0.711838,80.2544,127.706,322.086,518.655,385.507,385.507,385.507,39.2867,-36.2145,88.8018,126.412,148.284,87.3409,234.558,234.558,234.558,-47.7156,3.34259,-3.54391,26.705,-82.9458,125.246,59.0218,412.967,958.301,157.889,157.888,157.888,75.5333,30.1062,211.482,-35.3957,146.411,1199.29,227.1,227.1,227.099,26.9756,1.59829,1.6661,45.0667,-21.731,6.46872,65.5184,21.5587,21.6804,-43.305,6.05228,-0.994473,24.8284,1.42551,5.43528,-75.5661,-38.4392,208.385,62.3105,267.24,1018.98,221.366,221.366,221.366,-12.0307,17.838,40.3807,-8.65221,-6.70932,7.5476,-37.5599,27.6085,77.8468,151.031,36.8132,210.521,401.349,401.349,401.349,39.2867,-36.2145,88.8018,121.579,206.017,34.837,78.1862,78.1862,78.1862,16.3379,8.35798,-0.877531,18.5802,37.5905,102.97,-19.0752,19.4227,82.8221,211.056,189.673,856.406,82.3653,82.3653,82.3653,20.2812,0,0,20.509,1.21619,8.36373,-71.0572,-31.4897,70.4344,426.849,251.145,1302.3,197.633,197.633,197.633,71.9263,0,-5.10002e-012,-21.958,-11.9626,76.3515,327.428,127.883,457.088,433.557,433.557,433.558,47.1071,-60.3474,78.795,353.271,-1.23041,65.8342,234.172,234.172,234.172,-69.4298,-5.39025,-6.00475,91.6537,5.85114,36.6027,174.909,480.308,966.713,188.51,188.51,188.51,-9.4792,-6.65387,-33.0857,441.495,207.29,1073.42,233.506,233.506,233.506,26.9756,-1.59829,-1.6661,17.7069,-21.0948,-8.26289,36.6841,10.8487,8.73841,-43.305,-6.05228,0.994473,24.8284,-1.42551,-5.43528,12.3898,63.0126,-34.0853,260.604,312.403,967.482,218.092,218.092,218.092,5.29779,12.0517,55.254,-8.65221,6.70932,-7.5476,-34.0303,27.5592,71.2964,319.362,-149.596,136.192,405.091,405.092,405.092,47.1072,-60.3474,78.795,361.437,71.4491,38.5589,78.0571,78.0572,78.0571,16.3379,-8.35798,0.877531,30.7412,28.9984,117.675,122.3,121.61,-26.4812,256.5,330.455,1363.54,204.513,204.513,204.513
169,0,200.3,236.98,966.427,200.3,236.98,0,22.6097,-19.582,87.4589,264.95,268.749,1515.19,209.152,209.152,209.152,1.02501,0,0,1.04934,-0.0264741,-12.3585,51.6876,91.8397,79.3826,61.4346,262.207,1381.08,210.961,210.961,210.961,81.0622,-3.18055e-015,-2.72574e-012,32.517,-0.124161,80.1302,126.757,349.686,527.88,382.823,382.823,382.823,42.3625,-39.9413,88.0102,127.849,206.928,85.88,234.558,234.558,234.558,-52.0337,3.64029,-3.42498,28.6479,-84.6315,125.299,50.4559,428.982,972.176,158.199,158.199,158.199,78.7142,31.3584,211.647,-36.5972,155.854,1206.86,226.437,226.437,226.437,26.9715,1.69667,1.14283,46.3524,-21.6322,6.76614,62.9448,22.6473,20.6448,-43.1078,5.98042,-1.9078,24.5723,1.71219,5.16919,-76.4597,-41.414,208.594,57.6808,281.58,1029.16,220.612,220.612,220.612,-12.9611,18.9615,40.3454,-8.65892,-5.86983,8.56198,-34.4214,24.6649,78.8083,152.04,86.5006,200.41,401.671,401.671,401.671,42.3625,-39.9413,88.0102,123.178,268.458,37.866,78.1861,78.1861,78.1861,16.1932,7.99983,-2.23637,19.2038,37.866,103.554,-18.6228,19.5152,83.0525,210.399,209.415,859.472,82.3653,82.3653,82.3653,18.7813,0,0,19.0544,1.29118,9.53484,-70.5791,-32.693,71.4945,425.925,273.561,1305.9,197.59,197.59,197.59,72.6931,-3.18055e-015,3.13444e-012,-23.2564,-10.958,76.424,328.154,135.999,458.895,437.374,437.374,437.374,45.7712,-58.4377,79.8636,352.925,0.443284,65.4083,234.172,234.172,234.172,-67.2154,-5.32876,-5.67597,93.6887,7.77512,37.8908,162.119,497.677,982.184,188.564,188.564,188.564,-8.77359,-6.2339,-30.8719,440.56,233.162,1077.03,232.872,232.872,232.872,26.9715,-1.69667,-1.14283,15.853,-21.6217,-8.60484,35.9078,11.1188,7.95704,-43.1078,-5.98042,1.9078,24.5723,-1.71219,-5.16919,11.8612,64.4706,-31.7549,254.289,333.269,976.585,217.721,217.72,217.72,5.71584,11.852,56.1311,-8.65892,5.86983,-8.56198,-34.75,27.7494,70.4307,319.97,-145.264,141.537,404.925,404.925,404.925,45.7712,-58.4378,79.8636,360.645,72.0566,35.3275,78.0572,78.0572,78.0572,16.1932,-7.99983,2.23637,31.2528,28.819,118.373,120.863,123.198,-26.0604,253.625,348.13,1367.5,204.275,204.275,204.275
170,0,199.413,255.65,970.086,199.413,255.65,0,22.5924,-19.6304,87.9646,262.662,286.139,1519.07,209.152,209.152,209.152,1.24126,0,0,1.26763,-0.0035319,-11.7066,51.0861,92.6143,80.608,60.8086,275.501,1385.11,210.531,210.531,210.531,82.824,0,3.95661e-012,33.6527,-0.804451,80.0176,125.965,376.158,536.451,380.284,380.284,380.284,45.4385,-43.7839,86.8688,128.895,266.619,85.3874,234.558,234.558,234.558,-56.4717,3.78682,-3.1766,30.645,-86.2967,125.428,42.1037,444.943,985.651,158.549,158.549,158.549,81.6022,32.6123,211.886,-37.3517,165.532,1213.96,225.874,225.874,225.874,26.9513,1.77102,0.64446,47.3577,-21.5264,7.02416,59.8062,23.63,19.2455,-42.874,5.89319,-2.84222,24.3032,1.95258,4.91946,-77.4109,-44.4219,208.718,53.5149,296.071,1038.99,219.911,219.911,219.911,-13.8037,19.9763,40.3071,-8.64934,-5.0681,9.57836,-31.0184,21.6791,79.7856,152.327,137.622,190.344,401.958,401.958,401.958,45.4385,-43.7839,86.8689,124.562,331.696,42.2677,78.1861,78.1862,78.1861,16.0197,7.62893,-3.58152,19.7437,38.2038,104.043,-18.1953,19.5568,83.2794,209.763,229.692,862.555,82.3653,82.3653,82.3653,16.9951,0,0,17.3049,1.36586,10.6933,-70.0694,-33.8993,72.5425,424.626,296.034,1309.69,197.544,197.544,197.544,73.4495,0,2.30749e-012,-24.5338,-9.96595,76.5353,328.821,144.795,461.153,440.984,440.984,440.984,44.2675,-56.203,80.9023,352.455,2.03586,64.8632,234.171,234.172,234.172,-64.6958,-5.13184,-5.33705,95.5277,9.69412,39.1003,150.205,514.498,996.791,188.584,188.584,188.584,-8.0505,-5.92325,-28.7005,439.55,259.017,1080.78,232.365,232.364,232.365,26.9513,-1.77102,-0.64446,14.0037,-22.0855,-8.91822,35.1738,11.3993,7.18285,-42.874,-5.89319,2.84222,24.3032,-1.95258,-4.91946,11.3349,65.791,-29.4425,248.366,353.88,985.375,217.413,217.413,217.413,6.10347,11.7352,56.9589,-8.64934,5.0681,-9.57836,-35.4817,27.96,69.605,320.517,-140.337,147.459,404.784,404.784,404.784,44.2675,-56.203,80.9023,359.715,72.2976,31.6444,78.0572,78.0572,78.0572,16.0197,-7.62893,3.58152,31.6666,28.696,118.896,119.421,124.763,-25.5957,250.513,365.804,1371.66,204.038,204.038,204.038
171,0,198.448,274.532,973.74,198.448,274.532,0,22.556,-19.6874,88.4325,260.075,303.45,1523.04,209.152,209.152,209.152,1.32969,0,0,1.35358,0.0289698,-10.7779,50.4421,93.3345,81.8773,60.0466,288.833,1389.04,210.109,210.109,210.109,84.4465,6.36111e-015,3.893e-012,34.5341,-1.31404,79.9274,125.329,401.442,544.144,377.907,377.907,377.907,48.5141,-47.6736,85.3878,129.559,327.133,86.0191,234.558,234.558,234.558,-60.9922,3.7883,-2.82197,32.665,-87.9245,125.654,33.998,460.798,998.515,158.931,158.931,158.931,84.1746,33.8848,212.217,-37.6677,175.464,1220.49,225.411,225.411,225.411,26.9271,1.81969,0.179291,48.0597,-21.416,7.23423,56.0851,24.4806,17.4056,-42.6097,5.78876,-3.79256,24.0231,2.14745,4.69007,-78.422,-47.4358,208.773,49.811,310.699,1048.31,219.27,219.27,219.27,-14.5743,20.8663,40.2568,-8.63386,-4.30692,10.591,-27.3674,18.6583,80.8463,151.967,190.142,180.552,402.163,402.163,402.163,48.5142,-47.6736,85.3878,125.71,395.428,48.1504,78.1861,78.1861,78.1861,15.8114,7.2482,-4.90132,20.197,38.5885,104.431,-17.7951,19.549,83.4985,209.171,250.499,865.596,82.3652,82.3653,82.3653,14.9254,0,0,15.2569,1.43957,11.8279,-69.5302,-35.1083,73.5665,422.964,318.536,1313.63,197.503,197.503,197.503,74.1836,3.18055e-015,3.11694e-012,-25.792,-8.98706,76.6792,329.469,154.285,463.807,444.372,444.372,444.372,42.5867,-53.6536,81.8661,351.872,3.49851,64.212,234.172,234.172,234.172,-61.8787,-4.78384,-5.00228,97.118,11.6131,40.2186,139.127,530.917,1010.27,188.599,188.6,188.599,-7.32749,-5.7168,-26.5899,438.442,284.786,1084.63,231.981,231.981,231.981,26.9271,-1.81969,-0.179291,12.1636,-22.4887,-9.19969,34.4802,11.6977,6.41367,-42.6097,-5.78876,3.79256,24.0231,-2.14745,-4.69007,10.8066,66.9648,-27.1766,242.81,374.244,993.745,217.182,217.182,217.182,6.44109,11.6903,57.7335,-8.63386,4.30692,-10.591,-36.2169,28.1915,68.8085,320.977,-134.764,153.884,404.668,404.668,404.668,42.5867,-53.6536,81.866,358.679,72.079,27.5608,78.0572,78.0572,78.0572,15.8114,-7.2482,4.90132,31.9608,28.6335,119.212,117.991,126.295,-25.0827,247.175,383.481,1375.98,203.806,203.806,203.806
172,0,197.417,293.632,977.318,197.417,293.632,0,22.5088,-19.7617,88.853,257.193,320.664,1527.02,209.152,209.152,209.152,1.27913,0,0,1.29705,0.0721687,-9.53463,49.7636,93.9882,83.1922,59.1434,302.234,1392.8,209.695,209.695,209.695,85.9231,6.36111e-015,-2.70347e-012,35.1524,-1.64514,79.8718,124.839,425.539,550.77,375.725,375.725,375.725,51.5815,-51.5582,83.5833,129.895,388.22,87.9681,234.558,234.558,234.558,-65.5624,3.65757,-2.37263,34.6699,-89.5017,125.982,26.1998,476.514,1010.58,159.33,159.33,159.329,86.4169,35.1943,212.654,-37.5628,185.677,1226.35,225.044,225.044,225.044,26.9106,1.84043,-0.244641,48.4474,-21.3044,7.38603,51.7895,25.1667,15.0789,-42.3197,5.66425,-4.75577,23.7341,2.29954,4.48402,-79.4971,-50.4303,208.773,46.5596,325.461,1056.99,218.694,218.694,218.694,-15.2929,21.6233,40.1901,-8.62383,-3.58402,11.5943,-23.4985,15.5972,82.0457,151.039,243.964,171.325,402.255,402.255,402.255,51.5815,-51.5582,83.5833,126.658,459.341,55.6501,78.1861,78.1861,78.1861,15.5612,6.85854,-6.18583,20.5703,38.9958,104.725,-17.4221,19.4951,83.7057,208.65,271.823,868.526,82.3653,82.3653,82.3653,12.5888,0,0,12.9211,1.5107,12.9141,-68.9639,-36.3227,74.5538,420.954,341.047,1317.66,197.472,197.472,197.472,74.8793,-3.18055e-015,2.66849e-012,-27.0301,-8.02012,76.8507,330.117,164.484,466.786,447.524,447.524,447.524,40.7218,-50.8185,82.7069,351.202,4.78191,63.4984,234.172,234.172,234.172,-58.7844,-4.27375,-4.68918,98.4158,13.5145,41.2379,128.86,547.094,1022.41,188.624,188.624,188.624,-6.62058,-5.60492,-24.5559,437.209,310.41,1088.56,231.716,231.716,231.716,26.9106,-1.84043,0.244641,10.3383,-22.833,-9.44534,33.8255,12.0166,5.64987,-42.3197,-5.66425,4.75577,23.7341,-2.29954,-4.48402,10.272,67.9842,-24.9828,237.59,394.373,1001.6,217.03,217.03,217.03,6.71053,11.6998,58.4533,-8.62383,3.58402,-11.5943,-36.9495,28.4455,68.0359,321.328,-128.514,160.719,404.583,404.583,404.583,40.7218,-50.8186,82.7069,357.583,71.3148,23.1799,78.0572,78.0572,78.0572,15.5612,-6.85854,6.18583,32.1209,28.6451,119.307,116.588,127.787,-24.5131,243.618,401.161,1380.38,203.584,203.584,203.584
173,0,196.329,312.954,980.746,196.329,312.954,0,22.4579,-19.8621,89.2169,254.02,337.767,1530.89,209.152,209.152,209.152,1.10315,0,0,1.11385,0.126837,-7.94833,49.0598,94.563,84.5529,58.093,315.738,1396.29,209.287,209.287,209.287,87.2515,0,-4.15699e-012,35.5131,-1.80115,79.8662,124.475,448.52,556.189,373.784,373.784,373.784,54.6302,-55.4096,81.4741,129.993,449.574,91.4831,234.558,234.558,234.558,-70.1621,3.4167,-1.82969,36.623,-91.0186,126.405,18.7813,492.079,1021.67,159.729,159.729,159.729,88.3212,36.5598,213.201,-37.061,196.196,1231.44,224.764,224.764,224.764,26.9127,1.8306,-0.620005,48.5256,-21.1951,7.46602,46.9679,25.6505,12.2676,-42.0074,5.51585,-5.73116,23.4381,2.41303,4.30291,-80.6407,-53.3821,208.732,43.744,340.356,1064.92,218.187,218.186,218.186,-15.9801,22.2467,40.1065,-8.63083,-2.89236,12.5826,-19.4592,12.4824,83.4159,149.633,298.898,163.011,402.224,402.224,402.224,54.6302,-55.4097,81.4741,127.496,523.083,64.9634,78.1861,78.1861,78.1861,15.2617,6.45881,-7.42751,20.8783,39.3975,104.947,-17.0757,19.3998,83.898,208.228,293.641,871.271,82.3653,82.3653,82.3653,10.0202,0,0,10.3262,1.57656,13.9113,-68.3734,-37.5478,75.4909,418.617,363.549,1321.74,197.457,197.457,197.457,75.5181,0,2.14687e-014,-28.2429,-7.06265,77.0461,330.763,175.406,469.994,450.432,450.432,450.432,38.6691,-47.7484,83.3797,350.484,5.84515,62.8034,234.172,234.172,234.172,-55.4468,-3.59872,-4.41842,99.3951,15.3624,42.1644,119.378,563.177,1033.02,188.651,188.651,188.651,-5.94317,-5.57523,-22.6112,435.823,335.847,1092.49,231.56,231.56,231.56,26.9127,-1.8306,0.620005,8.5356,-23.1192,-9.65052,33.2111,12.3508,4.89759,-42.0074,-5.51585,5.73116,23.4381,-2.41303,-4.30291,9.72842,68.8427,-22.8827,232.678,414.289,1008.84,216.949,216.949,216.949,6.89675,11.7423,59.1182,-8.63083,2.89236,-12.5826,-37.678,28.7259,67.2902,321.553,-121.581,167.864,404.544,404.544,404.544,38.6691,-47.7484,83.3797,356.497,69.942,18.6632,78.0571,78.0572,78.0571,15.2617,-6.45881,7.42751,32.1407,28.7431,119.193,115.224,129.236,-23.8762,239.856,418.847,1384.79,203.372,203.372,203.372
174,0,195.199,332.498,983.944,195.199,332.498,0,22.4088,-19.9971,89.5162,250.562,354.743,1534.56,209.152,209.152,209.152,0.849167,0,0,0.853854,0.193066,-6.01023,48.3406,95.0485,85.9576,56.889,329.382,1399.39,208.884,208.884,208.884,88.4332,-3.18055e-015,2.22957e-012,35.6384,-1.79925,79.9292,124.208,470.536,560.317,372.146,372.146,372.146,57.6542,-59.2218,79.0811,129.968,510.792,96.8598,234.558,234.558,234.558,-74.7868,3.09688,-1.1925,38.4932,-92.4672,126.906,11.8093,507.503,1031.65,160.115,160.115,160.115,89.8854,37.9986,213.86,-36.1919,207.05,1235.69,224.563,224.563,224.563,26.9433,1.78716,-0.940444,48.319,-21.0921,7.45738,41.7199,25.8975,9.03195,-41.6754,5.33925,-6.72048,23.1381,2.49309,4.14665,-81.8566,-56.2706,208.664,41.3411,355.388,1071.97,217.744,217.744,217.744,-16.6554,22.7434,40.0087,-8.66577,-2.22105,13.5507,-15.3176,9.30072,84.9629,147.851,354.62,155.983,402.074,402.074,402.074,57.6542,-59.2217,79.0811,128.341,586.222,76.3474,78.1862,78.1862,78.1862,14.9061,6.04603,-8.62158,21.1393,39.7673,105.122,-16.7543,19.2697,84.0739,207.929,315.916,873.752,82.3653,82.3653,82.3653,7.27262,0,0,7.5224,1.63341,14.7654,-67.7616,-38.7903,76.3655,415.977,386.03,1325.79,197.457,197.457,197.457,76.0827,0,-1.44e-012,-29.42,-6.1121,77.2642,331.38,187.083,473.307,453.087,453.087,453.087,36.4285,-44.5143,83.851,349.772,6.66978,62.2424,234.172,234.172,234.172,-51.9117,-2.76851,-4.21227,100.055,17.1135,43.0206,110.645,579.282,1042.01,188.655,188.655,188.655,-5.30448,-5.61464,-20.7659,434.265,361.068,1096.37,231.496,231.496,231.496,26.9433,-1.78716,0.940444,6.76733,-23.3466,-9.8098,32.6458,12.6866,4.17028,-41.6754,-5.33925,6.72048,23.1381,-2.49309,-4.14665,9.17662,69.5361,-20.8929,228.051,434.032,1015.39,216.925,216.925,216.925,6.98954,11.7947,59.7281,-8.66577,2.22105,-13.5507,-38.4071,29.0413,66.5842,321.642,-113.986,175.216,404.575,404.575,404.575,36.4285,-44.5143,83.851,355.505,67.9396,14.221,78.0572,78.0571,78.0572,14.9061,-6.04603,8.62158,32.0256,28.927,118.903,113.905,130.64,-23.1598,235.898,436.539,1389.12,203.171,203.171,203.171
